,Title,Content_,Date,QA1,QA2,QA3
3196,                 قانون حجاب؛ از فریضه تا حکم قانونی             ,** مقاله بالا اگرچه منعکس‌کننده خواست بخش قابل توجهی از جامعه است اما الزاما موضع عصر ایران و مطلقا ناظر به بخش شرعی موضوع نیست بلکه از منظر مصلحت و ‍‍ الزامات حکومت‌داری در عصر مدرن و از حیث جنبه‌های قانونی انتشار یافته و طبعا مجال انعکاس نقد بر آن هم فراهم است.,۲۸-۰۷-۱۴۰۱,,,
3197,                 بررسی جدیدترین وضعیت اجاره خودرو در ایران             , این روزها دیگر اجاره انواع خودرو شبیه آب خوردن به نظر میرسد؛ تنها با چند کلیک و طی چند دقیقه می توانید پشت فرمان ماشین دلخواهتان بنشینید و از رانندگی با آن لذت ببرید.,۰۱-۰۹-۱۴۰۱,,,
3198,                 Ш§Щ…ШұЩҲШІ ШЁШ§ ШіШ№ШҜЫҢ : ЩӮШөЩҮ ШЁЩҮ ЩҮШұ Ъ©ЩҮ Щ…ЫҢвҖҢШЁШұЩ… ЩҒШ§ЫҢШҜЩҮвҖҢШ§ЫҢ ЩҶЩ…ЫҢвҖҢШҜЩҮШҜ             ,Ш§ЫҢЩҶ ЩҮЩ…ЩҮ Ш®Ш§Шұ Щ…ЫҢвҖҢШ®ЩҲШұШҜ ШіШ№ШҜЫҢ ЩҲ ШЁШ§Шұ Щ…ЫҢвҖҢШЁШұШҜШ¬Ш§ЫҢ ШҜЪҜШұ ЩҶЩ…ЫҢвҖҢШұЩҲШҜ ЩҮШұ Ъ©ЩҮ ЪҜШұЩҒШӘ Щ…ЩҲЩҶШіЫҢВ ,ЫІЫё-Ы°Ы·-ЫұЫҙЫ°Ыұ,,,
3199,                 گل بازار، تجربه یک سورپرایز عالی             ,شاد کردن دل عزیزان مان و نشاندن لبخند رضایت بر لبان شان، زیباترین کاری است که می شود انجام داد.  شما در سایت گل بازار با هر بودجه ای می توانید گل و هدیه خریداری کنید و با ارسال آن برای دوستان و آشنایان تان لحظاتی خوش برای آنان رقم بزنید. در این مجموعه هم گل های ارزان قیمت وجود دارد، هم دسته گل ها و باکس گل های لاکچری. شما می توانید با وارد شدن به سایت گل بازار در صورت داشتن هرگونه سوالی  از طریق چت آنلاین و یا تلفنی از خرید خود مطمئن شده و سپس ثبت سفارش کنید. امیدواریم شادی مهمان تک تک لحظات شما و آنان که دوستشان دارید، باشد.,۰۱-۰۹-۱۴۰۱,,,
3200,                 مدیرعامل به‌پرداخت ملت: ارتقای نقش روابط عمومی در شبکه پرداخت کشور ضروری است             ,خلیلی در پایان ضمن تبریک این روز به تمامی فعالان این عرصه، ابراز امیدواری کرد؛ در سال جاری نقش روابط عمومی و ارتباطات در شبکه پرداخت کشور پررنگ‌تر و موثرتر شود.,۲۷-۰۲-۱۴۰۱,,,
3201,                 شروع به کار همزمان ۴ شعبه خودرو 45             ,این مجموعه تلاش دارد تا آسان‌ترین و امن‌ترین روش فروش خودرو را برای متقاضیانی که سریعا به نقد شدن ارزش خودرویشان نیاز دارند خدمات رسانی کند.,۲۹-۰۸-۱۴۰۱,,,
3202,                 پلیس «دستور ویژه» داد: پیگیری سیلی زدن مأمور پلیس به صورت زن معترض             , مهر نوشت : روز گذشته کلیپی در فضای مجازی منتشر شد که در آن یکی از مأموران پلیس به دلیل نامشخص با یکی از شهروندان برخورد کرده و سیلی به صورت وی می‌زند.یک منبع آگاه در فراجا در گفت و گو با خبرنگار انتظامی مهر گفت: در پی انتشار کلیپی در فضای مجازی مربوط به برخورد یکی از مأموران پلیس با یک خانم از سوی مبادی ذی ربط پلیس دستور ویژه پیگیری و رسیدگی به نحوه و چگونگی این موضوع صادر شده است.,۲۷-۰۷-۱۴۰۱,,,
3203,                 نماینده مجلس، بنزما، حجاب و صور قبیحه             ,عصر ایران؛ مصطفی داننده- حجت الاسلام سیدکاظم موسوی نماینده اردبیل در مجلس  در تذکر شفاهی گفت: «کریم بنزما چند شب پیش توپ طلا گرفت و از وی درباره اغتشاشات ایران سوال پرسیدند که وی گفت حجاب اصل و اساس اسلام است. بنابراین همه ما باید در اظهارات خود دقت کافی کنیم.»این نماینده مجلس که در دوره هشتم هم در پارلمان حضور داشته، فریب فیک‌نیوزها را خورده است و با اعتماد به نفس تمام در مورد اظهار نظر مهاجم مسلمان تیم رئال مادرید و تیم ملی فرانسه درباره حجاب و ایران، نطق می‌کند. نمی‌دانم این روحانی اهل سیاست از خود نپرسیده است که وسط مراسم اهدای توپ طلا، چرا باید از کریم بنزما بپرسند که نظر او در مورد اتفاقات ایران چیست؟ و او هم نه بردارد و نه بگذار و بگوید که « حجاب اصل و اساس اسلام است»!اگر به حاج آقا عکس‌های این فوتبالیست با همسرش را همان شب یا در ساحل‌ و لب استخر نشان می‌دادند، می‌گفت این صور قبیحه چیست که به ما نشان می‌دهند؟مسئله مهم اما برای ما این است که موسوی با این میزان عدم شناخت و تشخیص خبرهای راست و دروغ، در مجلس برای مردم تصمیم می‌گیرد. از کجا معلوم در این سال‌ها، برخی این چنین خبرهای غیر واقعی را به نمایندگانی مثل جناب موسوی قالب نکرده باشند؟نگرانی وقتی بیشتر می‌شود که آدم متوجه می‌شود چنین افرادی با کم‌ترین میزان شناخت از فضای رسانه‌ای و شبکه‌های اجتماعی، به دنبال طرح‌هایی مثل صیانت هستند. معلوم نیست چه چیزهایی به آن‌ها نشان داده شده است که از شبکه‌های اجتماعی به عنوان شیطان بزرگ یاد می‌کنند.درد بزرگ‌تر هم هست که هیچ‌کدام از نمایندگانی که در آن جلسه حضور داشتند هم به این نطق و خبر اشتباهی که در آن خوانده، واکنش نشان ندادند.حتی شاید برخی از آنها با شنیدن این موضع انقلابی از سوی کریم بنزمای فرانسوی، ذوق هم کرده باشند و با خود می‌گفتند کاش چند شعار هم می‌دادیم.نکته جالب اینجاست که این آقایان و خانم‌ها در عصری که به راحتی و با یک کلیک می‌شود به اخبار دسترسی پیدا کرد، با اعتماد به نفس چنین خبرهایی را می‌خوانند. البته برخی از نمایندگان مجلس و حتی وزرا و اعضای دولت، اعتماد بسیاری به نزدیکان خود دارند و هر خبری آنها می‌دهند برای‌شان وحی منزل است و دیگر به دنبال صحت و سقم آن نیستند. احتمالا موسوی هم گرفتار همین اعتماد شده است. اعتمادی که اعتبار یک نماینده را زیر سوال می‌برد. بهتر است از این به بعد هم اهالی سیاست و هم مردم، قبل از اینکه خبری را پخش کنند از صحت آن مطلع شوند. پیدا کردن اصل خبر هم کار سختی نیست و با یک سرچ ساده می‌شود به اصل خبر رسید.,۲۸-۰۷-۱۴۰۱,,,
3204,                 ببینید | عبور یگان‌های زرهی سپاه از رود ارس             ,در این مرحله، یگان‌های مهندسی رزمی نیروی زمینی سپاه، علاوه بر نصب پل‌های متحرک پی‌ام‌پی، یک پل ثابت خاکی نیز برای سهولت در تردد یگان‌های زرهی روی رودخانه ارس احداث کردند.,۲۸-۰۷-۱۴۰۱,,,
3205,                 بهترین روابط زناشویی هم مسایل جدی و عمیقی دارند!             ,شواهد پژوهشی گسترده وجود دارد که از اهمیت شوخی و خنده پشتیبانی می کند. احساس لذت باعث می شود مغز شما مواد شیمیایی عصبی خاصی را تولید و آزاد کند که باعث می شود احساس شادی و درارتباط بودن کنید. به عبارت دیگر، لذت باعث می شود مغز شما لذت بیشتری را خلق کند.اکسی توسین که (هورمون عشق نامیده شده است) یکی از این مواد شیمیایی عصبی است. اکسی توسین که هورمون پیوند هم نامیده می شود، مسؤل ایجاد پیوند عاطفی مادر و بچه است.ثابت شده است که اکسی توسین استرس را کاهش می دهد، سیستم ایمنی را تقویت می کند و فشارخون و احتمال بیماری های قلبی را پایین می‌آورد. دانستن این که خنده و تفریح به همراه همسرمان چنین تأثیرات ملموس گسترده دارد حیرت انگیز است.امکان ندارد که کسی بخندد و همزمان حالت تدافعی به خود بگیرد. درواقع جایی که خنده و شوخی وجود دارد، همسران هیچ دلخوری ازهم نخواهند داشت.منبع: کتاب راهنمای زناشویی آساننویسندگان:هارویل هندریکس/هلن لاکلی هانت,۲۸-۰۷-۱۴۰۱,,,
3206,                 ببینید | آماری عجیب از تعداد گیمرهای ایرانی / رده سنی بازی کنندگان به ۴۰ سال رسیده!             ,ببینید | مقام معظم رهبری: نخبگانی که به خارج می‌روند و آلت دست غربی‌ها می‌شوند عاقبت به خیر نخواهند شد,۲۸-۰۷-۱۴۰۱,,,
3207,                 چکمه رباتیک عجیبی برای افزایش سرعت در راه‌رفتن             ,خدمتکار آزمایشی ربات این ظرفیت را دارد که استقلال و کیفیت زندگی بیماران را بهبود دهد؛ چنان‌ که این فرد توانست راه برود، با رایانه بازی کند و موارد دیگر. این بیمار ۳۰ ساله که تنها با نام تیبو شناخته می‌شود، آن را همچون احساس «نخستین انسان روی ماه» توصیف کرد.,۲۸-۰۷-۱۴۰۱,,,
3208,                 ستارخان پرچم‌‌های سفید تسلیم را پایین کشید             ,   نیروی کار مهاجر، که بیش‌ترشان پیشه‌ور و روستایی بودند وبه سرزمین های پیرامون ایران به خصوص قفقاز می رفتند، با مفاهیم تازه اجتماعی و سیاسی آشنا می شدند و به حقوق انسانی خود پی می بردند. تعدادی از همین‌ها پس از بازگشت به میهن خود به صف مجاهدان پیوستند. بی آن‌که بخواهیم تصویر بزرگ شده و نادرستی از پیشرفت فکری ایرانیان ارائه دهیم‌، به این نکته اشاره می‌کنیم که بخش محدودی از قشرهای فرودست به آگاهی نسبی رسیده بود. اما نمی‌توان از آشنایی گسترده و دقیق آنان با مفاهیم سیاسی سخن گفت. در عین حال بیفزاییم که این لایه های اجتماعی به علت شرایط سخت زندگی خود و انتظاراتی که از دگرگونی های سیاسی دارند ، به جنبش های انقلابی رو می نهند یا از آن گریزان می شوند.,۲۸-۰۷-۱۴۰۱,,,
3209,                 وعده وزیر اقتصاد: هر جامانده، ۱۰ میلیون تومان سهام عدالت می گیرد             ,البته همه این مباحث درحالی مطرح می‌شود که آزادسازی سهام عدالت آنطور که انتظار میرفت موفق نبود و به یکی از عوامل ریزش بازار در سال‌های ۱۳۹۸ و ۱۳۹۹ تبدیل شد. چراکه ارزش بالای آن باعث شد مشمولان اقدام به فورش سهام خود کرده و فشار فروش را بیشتر کنند. بر این اساس حدود دو سال است که امکان فروش آن برای هیچکدام از مشمولان وجود ندارد اما پرداخت سود سالیانه این سهام پابرجا است.,۲۸-۰۷-۱۴۰۱,,,
3210,                 رسول صدرعاملی: به خواسته خودم در جشنواره فیلم کوتاه تهران حضور دارم             ,سی‌ونهمین جشنواره بین‌المللی فیلم کوتاه تهران به دبیری مهدی آذرپندار ۲۷ مهر تا ۲ آبان ۱۴۰۱ مصادف با ۱۹ تا ۲۴ اکتبر ۲۰۲۲ در پردیس سینمایی ملت در حال برگزاری است.,۲۸-۰۷-۱۴۰۱,,,
3211,                 فیلم‌های آخر هفته تلویزیون / ۳۷ فیلم سینمایی‌، تلویزیونی و انیمیشن             ,در خلاصه داستان فیلم با بازی جودی لا و کاترین زتا جونز آمده است: مارتین به‌تازگی یک دوران زندان چهار ساله را پشت سر گذاشته و به خانه برگشته است، اما همسر او امیلی درگیر افسردگی مزمنی است که رهایش نمی‌کند. جان که یک روان‌پزشک است قرص‌های جدیدی برای او تجویز می کند. اما قرص‌های جدید و تازه به بازارآمده آثار مخربی بر روح و روان امیلی می‌گذارند و پیامدهای ناگواری دارند. این داروها باعث خواب گردی و توهماتی می شود که ناگهان منجر به قتل یک انسان توسط امیلی می شود. این داروها هنوز در مرحله آزمایش هستند. مارتین قصد دارد ثابت کند همسرش در این قتل بی گناه است تا ...,۲۸-۰۷-۱۴۰۱,,,
3212,                 پاسخ سازندگان سریال «تاج» به انتقادها / نگرانی‌های خاندان سلطنتی از افشای رازها             ,«لزلی منویل» که در فصل پنجم سریال در نقش شاهزاده «مارگارت» ظاهر می‌شود اعلام کرد پس از درگذشت ملکه الیزابت هیچ بخشی از فیلمنامه تغییر داده نشده است.,۲۸-۰۷-۱۴۰۱,,,
3213,                 اتفاق هولناک زندگی ستاره سریال «فرندز» ؛ فقط ۲ درصد شانس زندگی داشتم             ,بازیگر نامزد جایزه امی درباره اعتیادش به مواد مخدر تاکید کرد: اعتیادم بعد از انتخاب به نقش چندلر بینگ در سریال «فرندز» در ۲۴ سالگی بروز پیدا کرد البته تا سالها می توانستم از پس آن بربیایم اما زمانی که ۳۴ ساله شدم دیگر مشکلاتم بسیار زیاد شده بود.,۲۸-۰۷-۱۴۰۱,,,
3214,                 کدام فیلمساز، فیلمبرداری صحنه‌ای از فیلمش ۳۴۲ برداشت طول کشید؟             ,۳۴۲  برداشت لازم بود تا یکی از صحنه‌های او و ویرجینیا چریل در فیلم «روشنایی‌های شهر» (۱۹۳۱) به پایان برسد. اخیرا یک نسخه بلو-ری جدید از «روشنایی‌های شهر» به بازار آمده که در ضمیمه آن هومن مهران، مورخ و متخصص آثار چاپلین در کلیپی چهار دقیقه‌ای درباره صحنه مورد بحث صحبت می‌کند. این تصاویر ۱۶ میلی‌متری را رالف بارتن از پشت صحنه فیلم تهیه کرده است.,۲۸-۰۷-۱۴۰۱,,,
3215,                 ШўЫҢШӘ Ш§Щ„Щ„ЩҮ Щ…Ъ©Ш§ШұЩ… ШҙЫҢШұШ§ШІЫҢ: ШЁШ§ ЩҒШҙШ§Шұ ЩҶЩ…ЫҢ ШӘЩҲШ§ЩҶ Щ…ШіШЈЩ„ЫҖ ШӯШ¬Ш§ШЁ ЩҲ Ъ©Щ…ШЁЩҲШҜ Ш¬Щ…Ш№ЫҢШӘ ШұШ§ ШӯЩ„ Ъ©ШұШҜ             ,ШўЫҢШӘ Ш§Щ„Щ„ЩҮ Щ…Ъ©Ш§ШұЩ… ШҙЫҢШұШ§ШІЫҢ ШЁЩҮ ЩҮШІЫҢЩҶЩҮ ШЁШ§Щ„Ш§ЫҢ ЩҲЫҢШІЫҢШӘ ЩҫШІШҙЪ©Ш§ЩҶ Ш§ШҙШ§ШұЩҮ Ъ©ШұШҜЩҮ ЩҲ ЪҜЩҒШӘЩҶШҜ: ШЁШұШ®ЫҢ Ш§ШІ ЩҫШІШҙЪ©Ш§ЩҶШҢ ШЁШұШ§ЫҢ Щ…ЩҶЩҒШ№ШӘ ШЁЫҢШҙШӘШұ Ш®ЩҲШҜШҙШ§ЩҶШҢ ШЁЫҢЩ…Ш§ШұШ§ЩҶ ШұШ§ ШЁЩҮ Щ…Ш·ШЁ ШҙШ§ЩҶ Ш§ШұШ¬Ш§Ш№ Щ…ЫҢ ШҜЩҮЩҶШҜШҢ ЩҲ ШҜШұ ШўЩҶШ¬Ш§ ЩҮЩ… ЩҮШІЫҢЩҶЩҮ ЩҮШ§ЫҢ ШіЩҶЪҜЫҢЩҶЫҢ ШЁШұ ШўЩҶЩҮШ§ ШӘШӯЩ…ЫҢЩ„ Щ…ЫҢ Ъ©ЩҶЩҶШҜШҢ Ъ©ЩҮ Щ…ЩҶШ§ШіШЁ Ш§ШіШӘ ШЁШ§ Щ…ШіШ§ШҰЩ„ ЩҒШұЩҮЩҶЪҜЫҢ ЩҲ ШӘШұШЁЫҢШӘЫҢ ЩҶШіШЁШӘ ШЁЩҮ Ш§ЫҢЩҶ Щ…ШіШЈЩ„ЩҮ ЩҮЩ… Ш§ЩӮШҜШ§Щ… ЪҜШұШҜШҜ.,ЫІЫё-Ы°Ы·-ЫұЫҙЫ°Ыұ,,,
3216,                 Ш§Щ…ШұЩҲШІ ШЁШ§ ШӯШ§ЩҒШё : Щ…ШөЩ„ШӯШӘ ЩҶЫҢШіШӘ Ъ©ЩҮ Ш§ШІ ЩҫШұШҜЩҮ ШЁШұЩҲЩҶ Ш§ЩҒШӘШҜ ШұШ§ШІ             ,ШәЫҢШұ Ш§ШІ Ш§ЫҢЩҶ ЩҶЪ©ШӘЩҮ Ъ©ЩҮ ШӯШ§ЩҒШё ШІ ШӘЩҲ ЩҶШ§Ш®ШҙЩҶЩҲШҜ Ш§ШіШӘШҜШұ ШіШұШ§ЩҫШ§ЫҢ ЩҲШ¬ЩҲШҜШӘ ЩҮЩҶШұЫҢ ЩҶЫҢШіШӘ Ъ©ЩҮ ЩҶЫҢШіШӘ,ЫІЫ№-Ы°Ы·-ЫұЫҙЫ°Ыұ,,,
3217,                 اظهارات تند زلنسکی علیه ایران: آیا ایرانی‌ها در کریمه به روس‌ها آموزش می‌دهند؟             ,سفیر و نماینده دائم کشورمان اضافه کرد: ما همواره براین امر تاکید داشته‌ایم که همه اعضای سازمان ملل باید به طور کامل به اهداف و اصول مندرج در منشور ملل متحد و حقوق بین‌الملل از جمله حاکمیت، استقلال، اتحاد و تمامیت ارضی احترام بگذارند.امیرسعید ایروانی افزود: ایران بعنوان کشوری که تجربه ۸ سال تجاوز و جنگ تحمیلی را پشت سر گذاشته، به طور مداوم از صلح و پایان فوری جنگ در اوکراین حمایت کرده و از طرف‌ها خواسته تا خویشتنداری به خرج داده، از افزایش تنش اجتناب کرده و در یک پروسه واقعی برای حل و فصل اختلافات وارد شوند و به ریشه‌های ایجاد این شرایط پرداخته شود,۲۸-۰۷-۱۴۰۱,,,
3218,                 واکنش رسمی فدراسیون فوتبال به خبر حذف ایران از جام جهانی: توجهی نمی‌کنیم             ,نبی عنوان کرد: همانگونه که قبلا گفتم برنامه‌های آموزشی و اردوهای تیم ملی برقرار است. ان‌شاءالله ۱۹ آبان در تهران دیداری دوستانه خواهیم داشت که هر زمان قرارداد قطعی شد، نام حریف را اعلام می‌کنم‌. ۲۳ یا ۲۴ آبان نیز تیم به دوحه قطر اعزام می‌شود. برنامه ریزی‌ها شده و مینی کمپ‌های ما در مرکز ملی فوتبال برقرار است. مسیر قانونی و درست را در تیم ملی ادامه می‌دهیم. امیدوارم با تلاش بازیکنان و کادرفنی در جام جهانی نتایجی حاصل شود که رقبای ما دست به کارهای نا به خردانه نزنند.,۲۹-۰۷-۱۴۰۱,,,
3219,                 بارش باران و برف در 13 استان/ هشدار کاهش ۱۵ درجه‌ای دما             ,توصیه: احتیاط در تردد، اجتناب از فعالیت‌های فیزیکی در فضای باز بویژه گروه‌های حساس، عدم توقف و پارک خودرو در اطراف درختان فرسوده و ساختمان‌های نیمه‌کاره، استحکام سازه‌های موقت از جمله تابلوهای تبلیغاتی و پوشش گلخانه‌ها.,۲۹-۰۷-۱۴۰۱,,,
3220,                  نسخه‌های خانگی برای درمان سرفه با عناب             ,-پنج عدد عناب نیمکوب را با یک قاشق غذاخوری آویشن با 1.5 لیوان آب ترکیب کنید و بجوشانید تابه حجم یک لیوان برسد؛ هر 8 تا 12 ساعت نصف لیوان را مصرف کنید.,۲۹-۰۷-۱۴۰۱,,,
3221,                 استاندار تهران: چند نقطه در تهران برای برگزاری تجمعات تعیین می‌شود             ,استاندار تهران با بیان اینکه این موضوع در فرایندی باید به تایید شورای تامین استان و شورای تامین امنیت کشور برسد، گفت: البته این موضوع از مواردی است که هم رئیس محترم جمهور در مصاحبه اخیر خود اعلام و هم به وزیر کشور دستور داده است. ما هم پیگیر انجام کار کارشناسی هستیم، امیدواریم ظرف دو سه ماه آینده به نتیجه برسد و اصل تعیین محل تجمعات، زود تعیین تکلیف شود.,۲۹-۰۷-۱۴۰۱,,,
3222,                 جام جهانی فوتبال به سود کدام کشور است؟/ رزرو بلیت پرواز از امارات به قطر  103 برابر شده             ,با این حال، در طول جام جهانی تقریبا ۲۷ درصد مسافران، قطر را به عنوان مقصد نهایی انتخاب کرده‌اند. امارات متحده عربی نیز به طور قابل توجهی از این مسابقات سود خواهد برد؛ زیرا هتل‌های آن خیلی بیشتر از قطر است، ‌در عین حالی که دو فرودگاه مهم بین‌المللی در دبی و ابوظبی است.»,۲۹-۰۷-۱۴۰۱,,,
3223,                  توافق اولیه ایران و قطر برای راه‌اندازی خط کشتیرانی مسافربری             ,در بحث حمل‌ونقل دریایی نیز توافق اولیه برای ایجاد خط کشتیرانی مسافربری صورت گرفت. در این سفر در خصوص امکان سرمایه گذاری کشور قطر مذاکره شد تا در پروژه‌های زیرساختی حمل‌ونقلی در ایران به‌خصوص در پروژه‌های موجود در بنادر حضور یابد.,۲۹-۰۷-۱۴۰۱,,,
3224,                 وزارت بهداشت: مشکل رشته های کم متقاضی از نظام پرداخت است             ,طباییان در پایان خاطرنشان کرد: علاوه بر این، ما پزشکان از امکانات این کشور برای پیشرفت استفاده کرده‌ایم، ما هم باید این وجدان کاری را داشته باشیم که چون در این کشور آموزش دیده‌ایم و سطح علمی ما در همین مملکت ارتقاء یافته است، بنابراین باید بمانیم و به مردم خود خدمت کنیم. گاهی شرایط خوب است و گاهی بد. در چند سال گذشته شرایط سخت و دشوار بود اما امیدواریم در دوره وزارت فعلی وضعیت بهتر شود.,۲۹-۰۷-۱۴۰۱,,,
3225,                 هزینه وام مسکن ۴۸۰ میلیون تومانی ۸۸ میلیون تومان شد             ,سقف این تسهیلات برای مراکز استان و شهرهای با جمعیت بیش از ۲۰۰ هزار نفر برای مجردها به ۱۶۰ و برای زوجین به ۳۲۰ میلیون تومان رسیده است که با توجه به اینکه مجردها باید ۳۲۰ و متاهل‌های ساکن این شهرها نیز باید ۶۴۰ برگه تسهیلات مسکن خریداری کنند، مجردها باید ۲۹ میلیون و ۴۲۴ هزار تومان و متاهل‌ها نیز باید ۵۸ میلیون و ۸۴۸ هزار تومان پرداخت کنند.,۲۹-۰۷-۱۴۰۱,,,
3226,                 سازمان ملل: نامه اوکراین درباره استفاده روسیه از پهپادهای ایرانی را دریافت کردیم             ,وی در عین حال اظهار کرد: اطلاعاتی که به ما ارائه می‌شود نخست باید مورد بررسی قرار بگیرد، سپس متخصصان و کارشناسان ما نظر خود را ارائه خواهند داد.,۲۹-۰۷-۱۴۰۱,,,
3227,                 آمریکا: نیروهای ایرانی در کریمه برای حملات پهپادی به روسیه کمک می کنند             ,این مقام آمریکایی تاکید کرد: مسکو و تهران برخلاف آنچه اکنون در اوکراین در جریان است به تکذیب همکاری میان خود ادامه می دهند. برخلاف واقعیت میدانی، ایران همچنان بر ادعاهای پیشین خود تاکید دارد.,۲۹-۰۷-۱۴۰۱,,,
3228,                 زمان صدور کارت‌های سربازی چقدر است؟             ,رئیس سازمان وظیفه عمومی فراجا در پاسخ به اینکه آیا این افراد می‌توانند در بازه زمانی که در انتظار کارت پایان خدمت خود هستند از کشور خارج شوند یا خیر گفت: با توجه به اینکه مدت زمان صدور کارت‌ها کم است، بهتر است افراد بعد از دریافت کارت خود اقدام به دریافت گذرنامه و ... کنند. اما در هر صورت اطلاعات افراد در سامانه نیز ثبت می‌شود و به محض اینکه اطلاعات از سوی یگان‌های مربوطه در سامانه ثبت شود، امکان اخذ گواهی برای خروج از کشور یا دریافت و تمدید گذرنامه نیز وجود دارد. ,۲۹-۰۷-۱۴۰۱,,,
3229,                 گردشگران در حاشیه رودخانه های البرز توقف نکنند             ,تابستان امسال بارش های تندری سبب خسارت زیادی  به تعدادی از روستاهای شهرستان های طالقان و کرج شد و بیش  از ۷۰ دستگاه خودرو گردشگران که در حاشیه رودخانه های فصلی طالقان متوقف شدنده بودند با خود برد.,۲۹-۰۷-۱۴۰۱,,,
3230,                 چند ماده غذایی مفید برای پیشگیری از سرطان روده بزرگ             ,این میوه‌ها دارای مواد شیمیایی گیاهی هستند که می‌توانند رشد سلول‌های سرطانی را متوقف یا با التهاب مبارزه کنند. التهاب یکی از مهمترین عوامل ابتلا به سرطان است. بهترین گزینه در این مورد شامل خانواده کلم و میوه‌های غنی از ویتامین C مانند پرتقال است.,۲۹-۰۷-۱۴۰۱,,,
3231,                 رونالدو سکوتش را شکست: به تلاش خود ادامه می دهم             ,یونایتد با پیروزی که برابر تاتنهام به دست آورد با ۱۹ امتیاز به رده پنجم جدول رده بندی صعود کرد و اختلافش را با تیم صدرنشین به ۸ امتیاز کاهش داد.,۲۹-۰۷-۱۴۰۱,,,
3232,                 وزیر ارشاد: تعداد خبرنگاران بازداشتی زیاد نیست             ,اسماعیلی درباره اینکه کار این افراد اطلاع‌رسانی بوده است، عنوان کرد: اگر مواردی باشد که فقط اطلاع‌رسانی باشد، قطعا دچار محدودیت نخواهند شد. موضوع این است که این دوستان را همه می‌شناسیم و اگر خطایی هم کرده باشند، تلاش می‌کنیم برطرف شود.,۲۹-۰۷-۱۴۰۱,,,
3233,                 واکنش نماینده تبریز به مرگ دختر اردبیلی: اظهارات خانواده، موثق‌ترین نظر است             ,وقتی یک فردی یا یکی از مشاهیر می‌آید حرفی می‌زند و معلوم شود که اصلا موضوع چیز دیگری بوده خب مشخصا آبروریزی می‌شود. به نظرم این موضوع درباره همه افراد حتی نمایندگان مجلس هم صدق می‌کند. من فکر می‌کنم درباره این موضوع اظهارنظر خانواده می‌تواند موثق‌ترین نظر باشد. لذا من توصیه‌ام به همگان این است که عجولانه نظر ندهند.,۲۹-۰۷-۱۴۰۱,,,
3234,                 کاهش ۴۰ درصدی مصرف نان فانتزی/ فروش ساندویچ با لواش             ,این فعال صنفی در پایان با اشاره به نرخ انواع نان‌های فانتزی، تصریح کرد: بربری فانتزی 13 هزار تومان، ساندویجی فرانسوی 7 هزار و 500 تومان، باگت فرانسوی 15 هزار تومان، باگت معمولی 10 هزار تومان و نان بروتچن دانه‌ای 2 هزار و 700 تومان است.,۲۹-۰۷-۱۴۰۱,,,
3235,                 وزارت خارجه: اتباع ایرانی از سفر به اوکراین خودداری کنند             ,در بخش پایانی این توصیه مسافرتی از هموطنان مقیم اوکراین خواسته شده ضمن حفظ آرامش خود، در صورت نیاز می‌توانند با سفارت جمهوری اسلامی ایران در کی یف به شماره ۰۰۳۸۰۶۳۰۴۴۹۰۲۹ تماس حاصل نمایند.,۲۹-۰۷-۱۴۰۱,,,
3236,                 رئیس دانشگاه شهیدبهشتی: ممکن است مجبور شویم دانشجویان خاطی را به روان پزشک ارجاع دهیم             ,به گزارش روابط عمومی دانشگاه شهیدبهشتی، در این نشست، برخی از دانشجویان مطالباتی از جمله تسهیل شرایط پژوهشی و رفاهی دانشجویان دکترا از جمله حد کفایت دفاع از رساله‌ و شرکت دادن دانشجویان در پروژه‌ها، ترسیم شفاف‌تر آینده‌ دانشجویان و تدوین کتب درسی جدید به جای تدریس جزوات را مطرح کردند.,۲۹-۰۷-۱۴۰۱,,,
3237,                 فرمانده کل ارتش: آمریکا پیاده نظام خود را وادار به اغتشاشات می کند             ,وی هشیاری و آگاهی هرچه‌بیشتر مردم نسبت به توطئه‌های گوناگون دشمنان ایران و نظام اسلامی را رمز ناکامی دوباره و چندین‌باره نظام سلطه و شیطان بزرگ دانست.,۲۹-۰۷-۱۴۰۱,,,
3238,"                 احمد خاتمی : قوه قضاییه طوری با ""اغتشاشگران"" برخورد کند که دیگر کسی هوس ""اغتشاش"" نکند             ",خاتمی درپایان تأکید کرد: جوانان و نوجوانان عزیز، فتنه فضا را برای شما غبار آلوده می‌کند بدانید چراغ این راه ولایت است، ببینید ولایت کجا‌ایستاده و شما هم همانجا بایستید. این مسیر هدایت است. ,۲۹-۰۷-۱۴۰۱,,,
3239,                 اتحادیه طلا: کاهش ۱۵ درصدی خرید طلا و جواهر             ,محمدولی گفت: از طرف دیگر هر حرکت و واکنشی جهانی چه به لحاظ اقتصادی و چه به لحاظ سیاسی، فرهنگی و اجتماعی می‌تواند بر بازار طلا و جواهر تاثیر داشته باشد، ولی با این حال نوسانات بازار طلا در ۱۰ روز اخیر کمتر از گذشته بود.,۲۹-۰۷-۱۴۰۱,,,
