Id,Title,Content_
794,                 28 مصدوم و یک کشته در تصادف اتوبوس در البرز             ,وی افزود: جسد جانباخته این حادثه در اختیار پزشکی قانونی قرار گرفت.
795,                 بازداشت دو نفر در فرانسه به دلیل نشان دادن «علامت بیعت با داعش»             ,بازار کریسمس شهر استراسبورگ به دلیل حادثه تروریستی سال گذشته در این بازار تحت نظارت شدید پلیس قرار دارد. در جریان تیراندازی در بازار کریسمس این شهر در ماه دسامبر سال ۲۰۱۸، چهار نفر کشته و بیش از ده نفر زخمی شدند.
796,                 نایب رییس دوم مجلس: ایران با 4 تا 5 میلیون کارمند دولتی یکی از بزرگترین دستگاه های اداری دنیا را دارد             ,مصری در پایان به فرمایش رهبر معظم انقلاب مبنی بر حذف قوانین مزاحم نیز اشاره کرد و گفت: این قوانین اجرای برخی برنامه های اقتصاد مقاومتی را نیز تحت تاثیر قرار داده است.
797,                 سفیر عربستان: ایران منتظر اتفاقی بدتر از کنسولگری نجف باشد             ,نقلی در واکنش به حمله به کنسولگری ایران در عراق که چهارشنبه شب گذشته صورت گرفت: گفت ایران باید منتظر بیش این باشد و حوادث آینده آسان‌تر نخواهد بود.
798,                 وزیر بهداشت: ارز 4200 تومانی برای واردات دارو از سال آینده             ,نمکی در خصوص بیمارستان فاطمیه بادرود نیز گفت: به جهت تجربه مدیریتی 35 سال پیش که بنده از این منطقه دارم خوشبختانه با کمک خیرین و همت مردم و کمک‌های دولت کارهای بزرگی در بیمارستان بادرود انجام شده و مطالباتی هم مسئولان و مردم هم به لحاظ پزشکان متخصص و همچنین تکمیل زیرساخت‌ها برای بیمارستان داشتند که از طریق دولت کمک‌ها و مساعدت‌های موثری را خواهیم داشت.
799,                 جزئیات ساقط کردن پهپاد خارجی در جنوب کشور             ,موسوی گفت: فکر می‌کنم همانقدر که دبیر محترم شورای عالی امنیت اطلاع‌رسانی کردند در حال حاضر کفایت می‌کند و اگر صلاح بدانند سیاستمداران ما در آینده به موارد دیگر نیز اشاره خواهند کرد.
800,                 داعش: نیروهای ما عامل برخورد بالگردهای فرانسوی در مالی بودند             ,خبرگزاری فرانسه روز دوشنبه هفته جاری به نقل از سخنگوی ارتش این کشور گزارش داد جعبه سیاه بالگردهای سانحه‌دیده پیدا و برای انجام تحقیقات بیشتر تحویل مسئولان مربوطه شده‌اند.
801,                 فرمانده پیشین سپاه: بی‌خبری مقام مسئول ما از زمان گران شدن بنزین، تعجب برانگیز نبود             ,خبرگزاری فرانسه روز دوشنبه هفته جاری به نقل از سخنگوی ارتش این کشور گزارش داد جعبه سیاه بالگردهای سانحه‌دیده پیدا و برای انجام تحقیقات بیشتر تحویل مسئولان مربوطه شده‌اند.
802,                 آسیب‌هایی که آلودگی هوا به بدن وارد می‌کند             ,خبرگزاری فرانسه روز دوشنبه هفته جاری به نقل از سخنگوی ارتش این کشور گزارش داد جعبه سیاه بالگردهای سانحه‌دیده پیدا و برای انجام تحقیقات بیشتر تحویل مسئولان مربوطه شده‌اند.
803,                 روسیه به غرب: فکر اینکه با ایران هر آنچه می‌خواهید بکنید را از سر بیرون کنید             ,زاخارووا از همه طرف‌های توافق هسته‌ای خواست برای حفظ این توافق و اجرای کامل آن تلاش کنند.
804,                 محسن هاشمی: در طول ۷ سالی که از عمر دولت می‌گذرد حتی یک اتوبوس هم به ناوگان شهری افزوده نشده             ,وی با اشاره به اینکه مصوبات و قوانین بسیاری در زمینه حمل و نقل عمومی و آلودگی هوا و مدیریت مصرف سوخت وجود دارد اما اجرا نشده‌اند افزود: بخش عمده‌ای از منابع هدفمندی یارانه‌ها باید به بخش حمل و نقل عمومی تخصیص پیدا می‌کرد اما تخصیص پیدا نکرده است.
805,                 استانداری تهران: احتمال تعطیلی مدارس تهران در روز شنبه زیاد است             ,تقی زاده گفت: همچنین محدودیتی برای تردد کامیون‌ها در سطح معابر تهران درنظر گرفته شده است که این محدودیت برای ناوگان عمومی نیست.
806,                 لغو بازی‌های فوتبال لیگ تهران بدلیل آلودگی هوا             ,به گزارش فارس، با اعلام کمیته پزشکی هیات فوتبال استان تهران، به علت افزایش PSI و قرار گرفتن هوا در وضعیت ناسالم، کلیه مسابقات فوتبال استان تهران در کلیه رده های سنی در روز جمعه مورخ ۹۸/۰۹/۰۸تعطیل اعلام می شود.
807,                 فرمانده هوافضای سپاه: ایران جزو 5 کشور نخست دنیا در تولید سلاح های پیشرفته است             ,وی شهید میرزایی را یک روحانی متخصص نامید و ابراز داشت: جوانان گیلانی بایستی زندگی پر از ایمان، تخصص و تعهد این شهید بزرگ را الگو و سرمشق زندگی خود قرار دهند و توجه داشته باشند که موفقیت باایمان به خدا و مردم‌داری حاصل می‌شود.
808,                 ترامپ وارد افغانستان شد             ,به گزارش فارس، «دونالد ترامپ» رئیس‌جمهور آمریکا در سفری از پیش‌اعلام‌نشده، وارد افغانستان شده است.
809,                 مرز مهران به دلیل ناآرامی ها در عراق بسته شد             ,سرپرست پایانه مرزی مهران با بیان این که ورود زائرین ایرانی به کشور عراق ممنوع است، گفت: امشب مرز مهران به مدت نامعینی بسته و تردد از آن به کشور عراق ممنوع است.
810,                 دختران فوتبالیست ایران نایب قهرمان کافا شدند             ,این مسابقات با حضور تیم‌های تاجیکستان، ازبکستان، ایران، افغانستان، قرقیزستان و ترکمنستان به میزبانی تاجیکستان برگزار شد.
811,                 مکان ویژه معترضین در مشهد تعیین می شود             ,رزم‌حسینی گفت: این نظام نظام شاهنشاهی نیست، نظام جمهوری اسلامی است و بر پایه مردم است. اگر ما مردم را داشته باشیم این نظام مستمر و چراغ انقلاب پر فروغ خواهد بود. ما باید یادمان باشد مردم ولی نعمت ما هستند و ما را سر کار آورده‌اند. امیدواریم در استان با همکاری مردم و دستگاه‌ها، خراسان را به الگو تبدیل کنیم و اولین شهر و استانی باشد که به معترضین احترام می‌گذارد و  مکانی را برای آن‌ها قرار می‌دهد.  
812,                 رشد ۳۵ درصدی قیمت مسکن در آبان ماه             ,همچنین عمده معاملات انجام شده برای واحدهای ۵۰ تا ۶۰ متر و ۶۰ تا ۷۰ متر با سهم یکسان ۱۴.۹ درصد بوده است از سوی دیگر این گزارش نشان می‌دهد که در آبان‌ماه سال جاری واحدهای مسکونی با ارزش ۳۰۰ تا ۴۵۰ میلیون تومان بیشترین سهم را از معاملات شهر تهران با سهم ۱۴.۹ درصد داشته است و در مجموع حدود ۵۳.۵ درصد از معاملات به واحدهای مسکونی با ارزش کمتر از ۹۰۰ میلیون تومان اختصاص داشته است.
813,                 زخمی شدن دو محیط بان به ضرب گلوله شکارچیان             ,به گزارش پایگاه اطلاع رسانی محیط زیست، فرمانده یگان حفاظت محیط زیست در پایان گفت: هر دو محیط بان در وضعیت خوبی قرار دارند و حال عمومی آنها رضایت بخش است.
814,                 صادرات مجانی سلاح روسیه به گابن             , 
815,                 شکایت زلاتان ابراهیموویچ، ستاره فوتبال سوئد به پلیس             , 
816,                 سفر ترامپ به افغانستان (عکس)             , 
817,                 دستگیری ۲۵ نفر در ناآرامی های سیرجان کرمان             ,سردار ناظری  همکاری مردم با پلیس در معرفی و دستگیری اشرار و اغتشاشگران را بسیار حائز اهمیت خواند.
818,                 حزب عمر البشیر منحل شد             ,عمر البشیر همچنان به اتهام فساد و ثروت نامشروع در زندان به سر می‌برد.
819,                 گل شجاع خلیل زاده نامزد بهترین گل فصل لیگ قهرمانان آسیا             ,سایت کنفدراسیون فوتبال آسیا نوشت امسال عملکرد پرسپولیس در لیگ قهرمانان آسیا بسیار ناامید کننده بود ولی گل خلیل زاده به الاهلی عربستان یکی از ماندگارترین صحنه های این فصل از رقابت ها برای سرخ‌ها بود.
820,                 پلیس: دستگیری 25 نفر از عوامل اغتشاشات سیرجان کرمان             ,سردار ناظری همکاری مردم با پلیس در معرفی و دستگیری اشرار و اغتشاشگران را بسیار حائز اهمیت خواند.
821,                 آقای روحانی! نکند در اعتراض‌های بنزینی هم شرکت داشتید؟             ,بیشتر بخوانید:
822,                 یک کشته و 7 زخمی براثر تصادف اتوبوس در سمنان             ,حدود ۶۰۰ کیلومتر از مسیر ۹۰۰ کیلومتر تهران- مشهد و بخش قابل توجهی از محور مشهد- قم به نام حرم تا حرم از استان سمنان عبور می کند، این مسیر سالانه میزبان تردد حدود ۲۰ میلیون زائر است.
823,                 کشف زمین خواری 50 میلیارد تومانی در غرب تهران             ,سردار خانچرلی در پایان خاطرنشان کرد: متهم پس از تشکیل پرونده به مرجع قضائی معرفی شد.
824,                 پلیس: دستگیری 9 نفر از عاملان ارتباط با شبکه‌های معاند در فارس             ,حبیبی گفت: نیروی انتظامی حافظ نظم و امنیت در جامعه است و با افراد مخل نظم و امنیت عمومی قاطع و قانونی برخورد می‌کند.
825,                 ترامپ: نیروهای ما در افغانستان کمتر خواهد شد             ,رییس جمهوری آمریکا در دسامبر (دی ماه) سال گذشته نیز همزمان با کریسمس به شکل غیر منتظره به عراق سفر کرد تا با نظامیان آمریکایی حاضر در این کشور دیدار کند. ترامپ در آن سفر به همراه همسرش ملانیا از پایگاه هوایی الاسد در غرب بغداد بازدید کرد.
826,                 عراقچی: قصد نداریم در مورد برنامه موشکی و برجام مذاکره کنیم/ تحریم‌ها برای ما هزینه زیادی نداشته است             ,"وزارت دفاع آمریکا: زرادخانه موشکی ایران در منطقه ""بی نظیر"" است"
827,                 سانچس: مورینیو و کی‌روش شبیه به هم هستند             ,مورینیو در دو دیداری که روی نیمکت تیمش نشسته است توانسته دو برد با تیم لندنی به دست بیاورد و اکنون تیمش را آماده بازی خانگی برابر بورنموث می کند که در زمین اختصاصی اسپرز برگزار می شود و به احتمال زیاد سانچس نیز در آن دیدار به میدان خواهد رفت.
828,                 پیشنهاد غافلگیرکننده قطر به عربستان             ,یکی از منابع آگاه اعلام کرد که ایالات متحده و کویت تمایل دارند که این تنش کاهش یابد و این دو کشور به اعتمادسازی مجدد میان کشورهای عربی حوزه خلیج فارس کمک کرده‌اند.
829,                 استاندار ذی‌قار عراق استعفا داد             ,وی از ماه آگوست گذشته این سمت را در اختیار داشت.
830,                 7 کشته براثر سقوط هواپیما در کانادا             ,بقایای این هواپیما در منطقه ای یافت شد که تنها از طریق خودروهای همه جارو (all-terrain vehicles) و بالگرد می توان به آن دسترسی یافت.
831,                 ورود سامانه بارشی جدید به کشور از دوشنبه             ,ضیاییان با اشاره به وضعیت هوای پایتخت طی امروز و فردا نیز تصریح کرد: هوای تهران امروز جمعه نیمه ابری و غبارآلود با احتمال مه صبحگاهی و در بعضی ساعات افزاش ابر با حداکثر دمای 14 و حداقل دمای 6 درجه سانتیگراد و فردا کمی تا قسمتی ابری همراه با غبار محلی و اواسط روز وزش باد با حداکثر دمای 15 و حداقل دمای 6 درجه سانتیگراد پیش بینی می‌شود.
832,                 دیدار بن سلمان با حاکم دبی             ,پس از این نشست، بن زاید از امضای چهار یادداشت تفاهم و بررسی هفت طرح راهبردی با عربستان در دیدار با بن سلمان خبر داد.
833,                 هوای تهران ناسالم برای همه گروه‌های حساس             ,براساس این گزارش به تدریج با رشد ناپایداری جوی طی روز از غلظت آلاینده‌ها کاسته می‌شود ولی با توجه به سرعت اندک باد شرایط برای پراکندگی آلاینده‌ها فراهم نخواهد شد و در برخی مناطق پرتردد کیفیت هوا در وضعیت نامطلوب باقی می‌ماند.
834,                 ایران عضو شورای اجرایی سازمان منع سلاح‌های شیمیایی شد             ,شورای اجرایی ۴۱ عضو از پنج گروه جغرافیایی دارد و رکن اجرایی سازمان منع سلاح‌های شیمیایی محسوب می‌شود و عضویت در این شورا برای کشورهای عضو حائز اهمیت است.
835,                 هشدار پلیس فتا؛ با تماس‌های از دست رفته خارجی مجدد تماس نگیرید             ,به گفته وی وزارت ارتباطات در حال پیگیری این موضوع است و همشهریان و هموطنان باید دقت کنند تا وقتی تماس از دست رفته بین المللی می‌بینند از روی کنجکاوی با تلفن مذکور تماس نگیرند تا شاهد افزایش هزینه مخابراتی نیز نباشند.
836,                 تولید نمایشگرهای LCD متوقف می‌شود             ,بر اساس گزارش وب سایت AnandTech، همچنین انتظار می رود پاناسونیک از این پس تولید تلویزیون و سایر نمایشگرهای دیجیتال خود را با بهره گیری از فناوری جدید OLED ادامه خواهد داد.
837,                 درخواست خانواده مرحومه «صدیقه فریدون» برای خودداری از ارسال تاج گل و بنر             ,مرحومه فریدون، یکشنبه سوم آذرماه پس از تحمل یک دوره بیماری دار فانی را وداع گفت.
838,                 سرنگونی بالگرد عربستانی توسط انصارالله             ,ائتلاف به رهبری عربستان هنوز واکنشی به این خبر نشان نداده است.
839,                 اعلام آمادگی طالبان برای مذاکره با آمریکا             ,ترامپ مذاکرات صلح را در ماه میلادی سپتامبر و به بهانه عدم جدیت طالبان در حصول توافق به حال تعلیق درآورد.
840,                 کشف 3 کیلو هروئین از معده 4 قاچاقچی در خراسان رضوی             ,وی خاطرنشان کرد: این افراد که از مرز تایباد قصد ورود به کشور را داشتند، دستگیر و جهت سیر مراحل قانونی به مراجع قضایی تحویل داده شدند.
841,                 فروش 6 محصول ایران خودرو از ساعت 11 صبح 9 آذر (+ جدول و جزئیات)             ,موعد تحویل خودروها آبان و آذر سال ۹۹ تعیین شده است.
842,                 فروش 6 محصول ایران خودرو از ساعت 11 صبح 9 آذر (+ جدول و جزئیات)             ,موعد تحویل خودروها آبان و آذر سال ۹۹ تعیین شده است.
843,                 برانکو و پالس‌های بی پایان به تیم ملی!             ,از طرفی در فدراسیون برخی به دلایل مختلف با حضور برانکو موافق نیستند. دلایلی مثل نتیجه نگرفتن پرسپولیس که باعث نارضایتی هواداران این تیم شده و حضور برانکو در تیم ملی هم بر شدت آن خواهد افزود یا اینکه بازیکنان تیم ملی رابطه خوبی با کی روش داشتند و معلوم نیست برخورد خوبی با برانکو داشته باشند. تاج هم با علم به این مسائل و با توجه به احتمال حذف تیم ملی به برانکو پیشنهاد قرارداد شش ماهه داده است؛ چرا که ممکن است تیم ملی از دور رقابت ها حذف شود که در این صورت هزینه کردن برای مربی خارجی توجیهی ندارد.
844,                 استانداری تهران: اختصاص 9 محل برای اعتراضات قانونی             ,وی خاطرنشان کرد: مسئولان برای پیشرفت و توسعه شهرستان به دنبال سرمایه‌گذار باشند تا مشکلات شهرستان با کمک خیران و مردم برطرف شود.
845,                 بازداشت کنسول سابق قرقیزستان در استانبول             ,وزارت امور خارجه تأیید کرد که ساپاکاف به طور غیرقانونی ماشین خود را در اختیار سایمایتی قرار داد و کنسول قرقیز در استانبول پس از این موضوع برکنار شد.
846,                 روسیه یک ماهواره سری و نظامی به فضا پرتاب کرد             ,در سال ٢٠١٩ پنجمین باری است که یک موشک سایوز -٢ از مقر پلستسک به فضا پرتاب می شود.
847,                 ترافیک نیمه سنگین در جاده های مازندران             ,مازندران دارای شش محور ترانزیتی هراز، سوادکوه، کندوان، گلوگاه، کیاسر و رامسر است.
848,                 کاهش 40 درصدی معاملات آپارتمان در تهران             ,گفتنی است، «گزارش تحولات بازار مسکن شهر تهران در آبان سال 1398»، برگرفته از آمارهای خام سامانه ثبت معاملات املاک و مستغلات کشور است که توسط اداره بررسی‌ها و سیاست‌های اقتصادی بانک مرکزی تهیه و منتشر شده می‌شود.
849,                 علم‌الهدی: ترسیدن از اعتراض مردم با صمیمیت مسئولین و مردم منافات دارد/هیچ کمبودی در کشور وجود ندارد/مردم در مضیقه هستند             ,علم‌الهدی: در دنیا نظام منحصربه‌فردی داریم/ برخی افراد، متدین و انقلابی هستند اما با رهبری زاویه دارند
850,                 گرانترین اسپرت 2020 شورولت با قیمت 114 هزار دلار (+فیلم و تصاویر)             ,سیستم تعلیق این محصول دارای ویژگی های برترین پکیج حرفه ای قابل سفارش در کاتالوگ شورولت است که یک رانندگی باکیفیت و فراموش نشدنی را تضمین می کند.
851,                 اینترنت موبایل 4 استان دیگر هم وصل شد             ,اتصال ایران به شبکه جهانی اینترنت از شنبه شب (۲۵ آبان)، به دلیل ناآرامی‌های ایجادشده در پی اجرای طرح اصلاح و سهمیه‌بندی بنزین و به منظور جلوگیری از امکان سوءاستفاده‌های احتمالی از این ابزار ارتباطی کاملا قطع شد.
852,                 سرمربی آرسنال اخراج شد             ,مائوریسیو پوچتینو و ماسیمیلیانو آلگری برای جانشینی این مربی در آرسنال مطرح شده‌اند.
853,                 آیت الله سیستانی: پارلمان عراق در انتخاب های خود تجدید نظر کند             ,در این بیانیه آمده است که پارلمان بایستی برای جلوگیری از رفتن عراق به سمت خشونت و نابودی بیشتر به وظیفه خود عمل کند و در تصویب قوانین انتخاباتی در چارچوب منافع کشور تلاش کند
854,                 توضیح فرمانده یگان حفاظت محیط‌زیست درباره اعدام یک محیط‌بان             ,فرمانده یگان حفاظت محیط‌زیست با اشاره به قانون بکارگیری صلاح خاطرنشان کرد: محیط‌بانان نیز برای استفاده از اسلحه باید ضوابط قانونی را رعایت کنند و چنانچه در حین ماموریت هم بدون در نظر گرفتن ضوابط تیراندازی کرده و منجر به کشته شدن یک نفر شود ممکن است به اعدام محکوم شوند .
855,                 نخست‌وزیر پیشین ژاپن درگذشت             ,یاسوهیرو ناکاسونه ۷۱امین نخست‌وزیر ژاپن بود.
856,                 واکنش حساب توئیتری رهبر انقلاب به سفر ترامپ به افغانستان             ,به گزارش مهر، دونالد ترامپ رئیس‌جمهور آمریکا شامگاه پنج‌شنبه در سفری وارد افغانستان شد.
857,                 دلایل احتمالی مسمومیت دانشجویان علوم پزشکی             ,دبیرکل شورای صنفی دانشجویان علوم پزشکی تهران از دانشجویان خواست تا مشخص شدن علت واقعه، جانب احتیاط را رعایت کرده و نسبت به رعایت بهداشت فردی حساسیت بیشتری داشته باشند. همچنین از دانشجویان ساکن سایر خوابگاه‌های خارج از مجتمع کوی خواسته‌شده است که در صورت کسالت و ناخوشی احوال به سرپرست خوابگاه خود مراجعه کنند تا در صورت نیاز هماهنگی لازم برای اعزام به درمانگاه کوی انجام شود.
858,                 باشگاه تراکتور تماشای بازی با پیکان را رایگان کرد             ,دیدار دو تیم پیکان و تراکتور فردا شنبه (نهم آذر ماه) در چارچوب هفته دوازدهم لیگ برتر از ساعت ۱۵ در ورزشگاه شهدای شهر قدس برگزار می‌شود.
859,                 فروش پرتره‌ای از «موتسارت» به 4 برابر قیمت             ,موتسارت ۱۷۵۶ در سالزبورگ اتریش متولد شد و سال ۱۷۹۱ درگذشت.
860,                 امام جمعه تهران: سهمیه‌بندی بنزین جمع‌بندی مدیریت عالی نظام بود/ از مردم دلجویی و عذرخواهی شود             ,وی در پایان گفت: اهالی سیاست مراقب باشند وقت گروکشی های سیاسی نیست و باید همدلی ملی را تجربه کنند.
861,                 در کارخانه انگلستان بنتلی چه خبر است؟! (+فیلم و تصاویر)             ,تصاویر بیشتر از کارخانه:
862,                 کواکبیان: اعتقاد داریم که رهبر معظم باید هرچه زودتر انحلال شورای هماهنگی اقتصادی سران سه قوه را اعلام بفرمایند/سیاست‌های کلی نظام خط قرمز شده است             ,کواکبیان تصریح کرد: شورای نگهبان فقط به همین ۱۲ نفر محدود نمی‌شود بلکه ۳۰۰ هزار نیرو در کل کشور دارد و این‌ها گزارش‌هایی می‌آورند. من نمی‌گویم که نظارت استصوابی باید از بین برود اما باید حد و حدود و مبنای آن مشخص شود.
863,                 گازگرفتگی 4 دانش‌آموز در خراسان شمالی             ,تعداد موسسه های آموزشی و کمک درسی در خراسان شمالی ۱۵ موسسه است.
864,                 باند قاچاق اسلحه در گلستان متلاشی شد             ,عبدالرضا چراغعلی اعلام کرد اخبار تکمیلی این عملیات به زودی منتشر می شود.
865,                 تکذیب ادعای باشگاه تراکتور توسط پیکانی‌ها: بلیت بازی رایگان نیست             ,همچنین مدیررسانه‌ای تیم پیکان اضافه کرد که عدم بلیت‌فروشی در این دیدار می تواند باعث ایجاد حاشیه در بازی فردای دو تیم باشد.
866,                 جانسون: ترامپ در انتخابات انگلیس دخالت نکند             ,جانسون در گفت وگو امروز تاکید کرد که اگر حزب او در انتخابات حداکثر مطلق کرسی‌های پارلمان را بدست آورد، انگلیس را در تاریخ ۳۱ ژانویه از اتحادیه اروپا خارج خواهد کرد.
867,                 خداحافظی نماینده ولی‌فقیه در لرستان با مردم             ,نماینده ولی‌فقیه در لرستان خاطرنشان کرد: امروز از محضر همه شما مردم شریف، بزرگوار، انقلابی، ولایت‌مدار و خون‌گرم لرستان که نسبت به اینجانب نهایت محبت و لطف را داشتید خداحافظی می‌کنم. افتخار می‌کنم که بهترین دوران زندگی‌ام و جوانی‌ام در خدمت به شما مردم ولایتمدار لرستان سپری شده‌ است. از تک‌تک همه شما مردم بزرگوار صمیمانه سپاس‌گزارم. اگر در این مدت قصوری بوده حلال بفرمایید.
868,                 واکنش «کالدرون» به شایعه کم کاری بازیکنان پرسپولیس             ,کالدرون در واکنش به عدم استفاده از بشار رسن خطاب به خبرنگاران گفت: از شما می خواهم وقتی صحبتی را مطرح می کنید، اندکی فکر کنید. شانه بشار رسن ابتدای فصل آسیب دیده بود. بشار رسن مقابل شهر خودرو ۸۰ دقیقه بازی کرد و سپس به تیم ملی عراق رفت. او اینبار هم مثل دفعه قبل دیر برگشت. آیا این تقصیر من است که او دیر به ایران می آید؟
869,                 نامه وزیر بهداشت به مدیرکل سازمان جهانی بهداشت؛ بیماران ایرانی در معرض مرگ و میر و عوارض جانبی ناشی از کمبود داروها هستند             ,وزیر بهداشت، درمان و آموزش پزشکی جمهوری اسلامی ایران
870,                 کشف یک سیاه چاله غول‌پیکر در کهکشان راه شیری             ,این یافته در مجله Nature منتشر شده است.
871,                 لیست 19 نفره استقلال برای بازی با سپاهان             ,دیدار سپاهان - استقلال در چارچوب هفته دوازدهم لیگ برتر فوتبال، ساعت 15 فردا (شنبه) در ورزشگاه نقش جهان اصفهان برگزار می‌شود.
872,                 علت اصلی آلودگی هوای تهران پدیده بین قاره ای است             ,به گزارش ایرنا، در چند روز اخیر شاخص آلودگی در شهر تهران در شرایط ناسالم قرار گرفت و این امر موجب شده تا عصر امروز(جمعه) کارگروه کاهش آلودگی هوای تهران برگزار و در مورد تعطیلی مدارس و ارگان ها تصمیم گیری شود.
873,                 نخست‌وزیر عراق استعفا می کند             ,روز جمعه نیز تا زمان تهیه این خبر دست‌کم سه نفر بار دیگر در جریان اعتراضات شهر ناصریه کشته شدند.
874,                 8 مصدوم براثر انفجار لوله گاز در پاکدشت تهران             ,سخنگوی سازمان اورژانس کشور خاطرنشان کرد: دو مصدوم بدحال و دیگر مصدومان با مصدومیت کمتر به بیمارستان شهدای پاکدشت منتقل شده اند.
875, تعطیلی مدارس فردا در استان تهران به جز 3 شهرستان ,بیشتر بخوانید:
876,                 اینترنت 5G در راه بحرین             ,اوایل سال ۲۰۱۲ میلادی بود که اتحادیه بین‌المللی مخابرات (ITU) تحت نظر سازمان ملل برنامه‌ای را برای توسعه تیم ارتباطات بین‌المللی موبایلی (IMT) برای افق ۲۰۲۰ و فرای آن (IMT-۲۰۲۰) آغاز کرد. در نتیجه رسماً یک مسابقه جهانی برای تعیین نسل پنجم شبکه موبایل شروع شد و از آن پس، شاهد رقابت تنگاتنگی میان اپراتورهای اینترنت و تلفن همراه در سراسر جهان هستیم که هر یک به دنبال برقراری و راه‌اندازی نسل جدید و پرسرعت اینترنت ۵G در کشورهای مختلفی بوده و در این زمینه از توانایی‌ها و برنامه‌های خود در این زمینه رونمایی می‌کنند.
877,                 تورم کانادا چقدر است؟             ,هسته تورمی که تغییرات قیمتی اقلام خوراکی و انرژی را  به دلیل نوسانات بالای ان ها در نظر نمی‌گیرد تا پایان اکتبر به ۱.۹ درصد رسیده که نسبت به ماه قبل خود تغییری نداشته است. متوسط نرخ تورم کانادا در بازه زمانی ۱۹۱۵ تا ۲۰۱۹ معادل ۳.۱۳ درصد بوده است که بالاترین تورم ثبت شده مربوط به تورم ۲۱.۶ درصدی ژوئن ۱۹۲۰ و کمترین تورم ثبت شده نیز مربوط به نرخ منفی ۱۷.۸ درصدی ژوئن ۱۹۲۱ بوده است.
878,                 موسویان: اینکه بعد از رهبری آیت الله خامنه ای چه اتفاقی بیافتد، قابل پیش بینی نیست             ,"آمریکا نهایتا مجبور به ترک منطقه خواهد شد. برخی از قدرتهای جهانی از الان دنبال پرکردن خلاء حضور آمریکا هستند. اما دیدگاه من این است که هیچیک از قدرتهای جهانی نمیتوانند برمنطقه سلطه پیدا کنند. به همین من سالهاست برای تحقق تز ایجاد ""سیستم همکاری و امنیت درمنطقه توسط خود کشورهای منطقه"" تلاش کرده و آن را تنها راهکار صلح و ثبات و امنیت پایدار درمنطقه میدانم."
879,                 مدارس البرز فردا شنبه تعطیل شد             ,علی درویش پور در گفت و گو با ایسنا، با اشاره به ادامه آلودگی هوای استان گفت: بنا بر تصمیم کمیته اضطرار کاهش آلودگی هوا، مهدهای کودک، پیش دبستان‌ها و کلیه مقاطع تحصیلی مدارس در دو نوبت صبح و بعداز ظهر استان البرز به جز شهرستان طالقان و بخش آسارا در روز شنبه نهم آذرماه تعطیل است.
880,                 اینترنت تلفن همراه در 4 استان وصل شد             ,دوم آذرماه، اینترنت خانگی کاربران ایرانی برقرار شد و پس از آن در تاریخ ششم آذر اتصال اینترنت همراه در استان‌های مرکزی، قزوین، تهران و دیگر شهرها و استان‌های کشور آغاز شد و همچنان نیز ادامه دارد.
881,                 ناآرامی های عراق/ استعفای فرمانده پلیس استان ذی‌قار             ,ارائه بسته‌های اقتصادی و صدور دستورالعمل‌های مختلف، نتوانسته آرامش را به طور کامل به کشور بازگرداند.
882,                 آیت الله جوادی آملی: غیبت و بدگویی حرام است             ,این فقیه معتقد است: مشکل ما این است که نهی از منکر که واجب است را انجام نمی‌دهیم، اما غیبت و بدگویی که حرام است را انجام می‌دهیم. کسی که در جلسه‌ای نشسته و نقص دیگری را می‌گوید، کار حرام انجام می دهد. اگر واقعاً خیرخواه هستید و خیر او و خیر جامعه را می‌خواهید، آرام به خودش بگویید و هدایتش بکنید.
883,                 مالک مرسدس-بنز 10 هزار نفر از نیروهای خود را اخراج می‌کند             ,این شرکت‌ها به دلیل کاهش تقاضا در چین در پی بروز جنگ تجاری میان پکن و واشنگتن، با مشکلاتی مواجه شده‌اند.
884,                 سقوط و مرگ صخره‌نورد معروف از فاصله 300 متری             ,در چنین روش پیشرفته‌ای، صخره‌نوردان با طناب از صخره‌ها پایین می‌روند. حوادث و خطر ناشی از این روش بالا است.
885,                 آنفلوآنزا ؛ همه چیز درباره بیماری پردردسر این روزها!             ,به طور کلی، هر فردی که نگران علائم بیماری خود است باید برای مشورت و بررسی دقیق شرایط به پزشک مراجعه کند.
886,                 روسیه: دائمی کردن محدودیت‌های ایران در برجام امکان‌پذیر نیست             ,رژیم صهیونیستی و منتقدان توافق هسته‌ای در آمریکا منقضی شدن برخی از محدودیت‌های ایران در سال‌های آینده را جزو معایب این توافق می‌دانند و خواستار دائمی کردن آنها هستند. آنها از این بندهای مندرج در برجام که محدودیت‌های آنها در سال‌های آتی از بین می‌روند به عنوان بندهای «غروب آفتاب» یاد می‌کنند.
887,                 اردوغان خطاب به مکرون: شما باید ببینید خودتان مرگ مغزی شده‌اید یا خیر             ,«ینس استولتنبرگ» دبیرکل ناتو نیز در دیدار با مرکل، این نهاد نظامی را قدرتمند دانست و گفت: هر تلاشی برای جدایی اروپا از آمریکا تهدیدی برای اروپاست. ما باید با یکدیگر همکاری و ناتو را قوی‌تر کنیم.
888,                 یک کشته بر اثر تیراندازی در مرکز لندن/ بازداشت عامل حمله             ,نیروهای پلیس شهر لندن طی تیراندازی بر روی پل مذکور، فردی مظنون به حمله با سلاح سرد را زمین‌گیر کردند.
